Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
Dungeon Defenders,PC,2011.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,81.0,26.0,7.3,399.0,Trendy Entertainment,E10+,False,False,73.0,8.0,14.084507042253522,77.0
GunParade Orchestra: Midori no Shou,Playstation 2,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Group S Challenge,Xbox,2003.0,Racing,Capcom,0.02,0.0,0.0,0.0,0.02,57.0,17.0,6.0,5.0,Capcom,E,False,False,60.0,-3.0,32.800000000000004,58.5
Fritz Chess,Wii,2009.0,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Deep Silver,E,True,True,0.0,0.0,25.290023201856147,0.0
G1 Jockey Wii,Wii,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Shooter: Starfighter Sanvein,Playstation,2000.0,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Mata Hari: Betrayal is only a Kiss Away,PC,2008.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,63.0,11.0,-1.0,-1.0,DTP Entertainment,T,False,False,0.0,63.0,23.47305389221557,31.5
Cities in Motion Collection,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Paradox Interactive,E,True,True,0.0,0.0,18.30985915492958,0.0
Date A Live: Arusu Install,Playstation 3,2014.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Terminator 3: The Redemption,Game Cube,2004.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.02,68.0,20.0,0.0,-1.0,Paradigm Entertainment,T,True,False,0.0,68.0,36.247723132969035,34.0
Farm Frenzy,PC,2008.0,Strategy,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Melesta,E,True,True,0.0,0.0,25.748502994011975,0.0
Dakar 2: The World's Ultimate Rally,Xbox,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Balls of Fury,Wii,2007.0,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,19.0,6.0,2.8,25.0,Black Lantern Studios,E10+,False,True,28.0,-9.0,13.48973607038123,23.5
Indigo Prophecy,PC,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,85.0,41.0,8.3,375.0,Quantic Dream,M,False,False,83.0,2.0,21.658206429780034,84.0
Overlord,PC,2007.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,81.0,27.0,8.1,220.0,Triumph Studios,T,False,False,81.0,0.0,23.313782991202345,81.0
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,36.0,7.5,366.0,EA LA,T,False,False,75.0,9.0,26.16984402079723,79.5
Whiteout,Playstation 2,2002.0,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,50.0,12.0,0.0,-1.0,Vicarious Visions,T,True,False,0.0,50.0,33.12202852614897,25.0
Shinken de Watashi ni Koi Shinasai! R,Playstation 3,2012.0,Action,Minato Station,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Command & Conquer: The First Decade,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Rugby League Team Manager 2015,PC,2015.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Alternative Software,Unknown,True,True,0.0,0.0,36.60933660933661,0.0
FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,EA Canada,E,False,False,68.0,9.0,25.748502994011975,72.5
Quake 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02,81.0,62.0,7.6,281.0,Raven Software,M,False,False,76.0,5.0,21.658206429780034,78.5
XGRA: Extreme G Racing Association,Game Cube,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,69.0,13.0,7.0,5.0,Acclaim Studios Cheltenham,T,False,False,70.0,-1.0,34.88,69.5
Max Payne,PC,2001.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,89.0,32.0,9.1,1016.0,Remedy Entertainment,M,False,False,91.0,-2.0,7.43801652892562,90.0
Taito Legends 2,Playstation 2,2006.0,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02,67.0,11.0,0.0,-1.0,Empire Oxford,T,True,False,0.0,67.0,26.16984402079723,33.5
Touhou Genso Rondo: Bullet Ballet,Playstation 4,2016.0,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,55.0,19.0,4.7,34.0,"Mediascape, CUBETYPE",E10+,False,False,47.0,8.0,11.320754716981133,51.0
Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
So Blonde,PC,2008.0,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Atari Flashback Classics: Volume 1,Xbox One,2016.0,Misc,Atari,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,"Atari, Atari SA",E,True,True,0.0,0.0,16.442048517520217,0.0
The Sims: Complete Collection,PC,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,16.920473773265652,0.0
Guess the Logos,Xbox,2004.0,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,13.843351548269581,0.0
Ore no Yome: Anata Dake no Hanayome,Xbox 360,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Final Approach 2: 1st Priority,Playstation 2,2008.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Homeworld,PC,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,93.0,20.0,9.0,326.0,Relic,E,False,False,90.0,3.0,3.823529411764706,91.5
Back to the Future: The Game,Xbox 360,2015.0,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,7.5,10.0,Telltale Games,Unknown,False,True,75.0,-75.0,36.60933660933661,37.5
Sniper Elite V2,WiiU,2013.0,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,5.0,5.8,30.0,Rebellion,M,False,False,58.0,0.0,28.353658536585364,58.0
Moujuutsukai to Oujisama: Snow Bride,Playstation 2,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Casper: Spirit Dimensions,Game Cube,2002.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Lucky Chicken,E,True,True,0.0,0.0,39.144215530903324,0.0
Meitantei Evangelion,Playstation 2,2007.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Paragon,Playstation 4,2016.0,Action,Epic Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,6.1,96.0,Epic Games,Unknown,False,True,61.0,-61.0,32.61455525606469,30.5
Order of War,PC,2009.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,69.0,39.0,7.3,73.0,Wargaming.net,T,False,False,73.0,-4.0,24.245939675174014,71.0
Butt-Ugly Martians: Zoom or Doom!,Playstation 2,2002.0,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Brain Dead 13,Playstation,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,96.23655913978494,0.0
Robotics;Notes,Xbox 360,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Maximum Capacity: Hotel Giant,PC,2002.0,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,59.0,11.0,7.7,9.0,JoWooD Entertainment AG,T,False,False,77.0,-18.0,33.12202852614897,68.0
Sacred Gold,PC,2005.0,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.2,25.0,Ascaron Entertainment GmbH,T,False,True,82.0,-82.0,30.79526226734349,41.0
The King of Fighters NeoWave,Xbox,2006.0,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02,62.0,17.0,0.0,-1.0,SNK Playmore,T,True,False,0.0,62.0,26.16984402079723,31.0
Dungeons & Dragons: Shadow over Mystara,Playstation 3,2013.0,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Super PickUps,Playstation 2,2007.0,Racing,XS Games,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Milestone,E,True,True,0.0,0.0,26.392961876832842,0.0
Command & Conquer 3: Deluxe Edition,PC,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Legend: Hand of God,PC,2007.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,57.0,9.0,5.8,19.0,Master Creating,M,False,False,58.0,-1.0,10.557184750733137,57.5
Atari Flashback Classics: Volume 2,Xbox One,2016.0,Misc,Atari,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,"Atari, Atari SA",E,True,True,0.0,0.0,16.442048517520217,0.0
Sacred 3,PC,2014.0,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,47.0,1.4,544.0,Deep Silver,M,False,False,14.0,43.0,26.598465473145783,35.5
Pro Evolution Soccer 2017,PC,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,9.0,3.7,137.0,Konami,E,False,False,37.0,32.0,16.442048517520217,53.0
Last Escort,Playstation 2,2006.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Playstation 2,2002.0,Action,Takara,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
SAW,PC,2009.0,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,55.0,6.0,6.0,31.0,Zombie Studios,M,False,False,60.0,-5.0,12.761020881670534,57.5
World Championship Poker featuring Howard Lederer: All In,Wii,2006.0,Misc,505 Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Point of View,T,True,True,0.0,0.0,26.16984402079723,0.0
Meikyuu Cross Blood: Reloaded,Xbox 360,2011.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
The Awakened Fate Ultimatum,Playstation 3,2014.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,20.0,7.3,23.0,Nippon Ichi Software,T,False,False,73.0,-8.0,14.066496163682865,69.0
Spider-Man 3,PC,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02,62.0,16.0,7.1,29.0,Beenox,T,False,False,71.0,-9.0,23.313782991202345,66.5
Xblaze: Lost Memories,Playstation 3,2015.0,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02,63.0,4.0,6.2,5.0,Arc System Works,M,False,False,62.0,1.0,15.970515970515969,62.5
Aria: The Natural ~Tooi Yume no Mirage~,Playstation 2,2006.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Fallout Trilogy,PC,2004.0,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.9,31.0,Various,M,False,True,89.0,-89.0,18.0327868852459,44.5
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Gal Gun,Playstation 3,2012.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Rinne no Lagrange: Kamogawa Days,Playstation 3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
The Idolmaster: Gravure For You! Vol.8,Playstation 3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Spirits and Demons: 5 Game Pack,PC,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Spider-Man: Web of Shadows,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,52.0,11.0,7.8,57.0,"Treyarch, Shaba Games",T,False,False,78.0,-26.0,23.47305389221557,65.0
Demolition Company: Gold Edition,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Giants Software,Unknown,True,True,0.0,0.0,26.76056338028169,0.0
Headhunter: Redemption,Xbox,2004.0,Action,Sega,0.02,0.0,0.0,0.0,0.02,59.0,26.0,6.8,4.0,Amuze,M,False,False,68.0,-9.0,18.0327868852459,63.5
Daikaijuu Battle: Ultra Coliseum,Wii,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Winter Sports 2011,Xbox 360,2011.0,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,DTP Entertainment,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Chicago Enforcer,Xbox,2005.0,Shooter,Kemco,0.02,0.0,0.0,0.0,0.02,33.0,9.0,2.8,4.0,Touchdown Entertainment,M,False,False,28.0,5.0,21.658206429780034,30.5
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Playstation 3,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
The Lord of the Rings Online: Mines of Moria,PC,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,85.0,24.0,8.2,99.0,Turbine Inc.,T,False,False,82.0,3.0,23.47305389221557,83.5
Carmageddon: Max Damage,Xbox One,2016.0,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02,52.0,15.0,7.1,12.0,Stainless Games,M,False,False,71.0,-19.0,20.21563342318059,61.5
Stormrise,PC,2009.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02,42.0,15.0,4.9,22.0,Creative Assembly,M,False,False,49.0,-7.0,12.761020881670534,45.5
Dance Dance Revolution Extra Mix,Playstation,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
Super Bowling,Nintendo 64,1999.0,Sports,Athena,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Rat Attack!,Nintendo 64,2000.0,Puzzle,Mindscape,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,55.15151515151515,0.0
Resident Evil 4 HD,Xbox One,2016.0,Shooter,Capcom,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Largo Winch .// Commando Sar,Playstation,2002.0,Adventure,Ubisoft,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Painkiller,PC,2004.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,81.0,62.0,8.1,284.0,People Can Fly,M,False,False,81.0,0.0,18.0327868852459,81.0
Ruff Trigger: The Vanocore Conspiracy,Playstation 2,2006.0,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57.0,8.0,7.0,7.0,Playstos Entertainment,E10+,False,False,70.0,-13.0,13.864818024263432,63.5
Fast & Furious: Showdown,Playstation 3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Princess Isabella: A Witch's Curse,Wii,2010.0,Adventure,Destineer,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Gogii Games,E,True,True,0.0,0.0,25.537634408602152,0.0
Casper's Scare School: Spooky Sports Day,Wii,2009.0,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Blast! Entertainment Ltd,E,True,True,0.0,0.0,25.290023201856147,0.0
War Leaders: Clash of Nations,PC,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,6.4,8.0,Enigma Software Productions,T,False,True,64.0,-64.0,24.245939675174014,32.0
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009.0,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Silent Bomber,Playstation,1999.0,Action,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
PDC World Championship Darts: Pro Tour,Xbox 360,2010.0,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
RollerCoaster Tycoon World,PC,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,7.0,2.4,31.0,Nvizzio Creations,E,False,False,24.0,19.0,16.442048517520217,33.5
Oil Rush,PC,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67.0,23.0,6.5,55.0,"Unigine Corp, Russia",Unknown,False,False,65.0,2.0,27.77777777777778,66.0
XGRA: Extreme G Racing Association,Xbox,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,66.0,15.0,6.8,5.0,Acclaim Studios Cheltenham,T,False,False,68.0,-2.0,34.88,67.0
Arslan: The Warriors of Legend,Xbox One,2016.0,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,-1.0,-1.0,5.8,12.0,Omega Force,T,False,True,58.0,-58.0,19.40700808625337,29.0
Darksiders: Warmastered Edition,Playstation 4,2016.0,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,79.0,9.0,8.5,15.0,Nordic Games Publishing,M,False,False,85.0,-6.0,20.21563342318059,82.0
Agatha Christie: The ABC Murders,PC,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0,Artefacts Studio,Unknown,False,False,85.0,-19.0,32.61455525606469,75.5
Lara Croft and the Temple of Osiris,PC,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,17.0,5.4,52.0,Nixxes Software,T,False,False,54.0,19.0,14.066496163682865,63.5
The Legend of Heroes: Trails in the Sky Second Chapter,Playstation 3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Airport Simulator,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Motocross Mania 3,Xbox,2005.0,Racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02,38.0,9.0,3.6,7.0,Deibus Studios,T,False,False,36.0,2.0,30.79526226734349,37.0
Winning Post 7: Maximum 2007,Playstation 2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
ESPN MLS ExtraTime 2002,Game Cube,2002.0,Sports,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,68.0,6.0,0.0,-1.0,KCEA,E,True,False,0.0,68.0,39.144215530903324,34.0
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Playstation 2,2010.0,Action,Russel,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Fist of the North Star: Ken's Rage 2,WiiU,2013.0,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,4.0,5.8,18.0,Koei,M,False,False,58.0,-18.0,28.353658536585364,49.0
Blazing Angels: Squadrons of WWII,PC,2006.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.02,65.0,16.0,4.6,17.0,Ubisoft Romania,T,False,False,46.0,19.0,26.16984402079723,55.5
Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70.0,40.0,6.3,374.0,Flagship Studios,M,False,False,63.0,7.0,10.557184750733137,66.5
Guitar Freaks V2 & DrumMania V2,Playstation 2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Backyard Baseball '09,Playstation 2,2008.0,Sports,Atari,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Humongous Entertainment,E,True,True,0.0,0.0,25.748502994011975,0.0
Dance! It's Your Stage,Playstation 3,2011.0,Misc,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
CV Casting Voice,Playstation 3,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Maxis,T,True,True,0.0,0.0,26.16984402079723,0.0
Pump It Up: Exceed,Xbox,2005.0,Misc,Mastiff,0.01,0.0,0.0,0.0,0.02,74.0,9.0,7.5,4.0,Andamiro U.S.A. Corp.,T,False,False,75.0,-1.0,30.79526226734349,74.5
TOCA Race Driver 3,PC,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,16.0,7.8,53.0,Codemasters,E10+,False,False,78.0,6.0,13.864818024263432,81.0
Malice,Playstation 2,2004.0,Platform,Evolved Games,0.01,0.01,0.0,0.0,0.02,51.0,11.0,0.0,-1.0,Argonaut Games,T,True,False,0.0,51.0,36.247723132969035,25.5
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Playstation 2,2008.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Littlest Pet Shop,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Full Fat,E,True,True,0.0,0.0,25.748502994011975,0.0
Battle Princess of Arcadias,Playstation 3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,22.0,7.9,25.0,ApolloSoft,T,False,False,79.0,-10.0,14.939024390243901,74.0
Chuck E. Cheese's Super Collection,Wii,2011.0,Action,UFO Interactive,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,UFO Interactive,E,True,True,0.0,0.0,18.30985915492958,0.0
Uchuu Keiji Tamashii: The Space Sheriff Spirits,Playstation 2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
X-Plane 10 Global,PC,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Drakensang: The Dark Eye,PC,2009.0,Role-Playing,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
